,Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Median,Memory_Physical_Median,Memory_Virtual_Median,Memory_Max,Memory_Physical_Max,Memory_Virtual_Max
29,covertype_OpenML,581012,54,1686295394.012116,1686295452.9172554,1,58.905139446258545,17328.398438,3437.492188,13890.90625,19380.940236000002,3988.297266,15392
30,pokerhand_OpenML,829201,10,1686295453.968696,1686295504.7179308,1,50.749234676361084,17155.847654999998,3332.109375,13823.73828,22656.81563,3576.8125,19080
31,covertype_OpenML,110393,54,1686295505.549447,1686295520.2518232,1,14.702376127243042,17194.3330095,3345.7808594999997,13848.55215,20109.335161,3402.631641,16706
32,BNG(page-blocks)_OpenML,295245,10,1686295521.0312996,1686295583.529844,1,62.498544454574585,18154.511716,3873.566406,14280.94531,21234.142576,3873.566406,17360
33,20_newsgroups.drift_OpenML,399940,1001,1686295621.7716622,1686295660.315775,1,38.54411268234253,28588.359379,7410.292969,21178.06641,30465.855079,8067.980859,22397
34,KDDCup99_OpenML,494020,41,1686295696.445903,1686295882.145391,1,185.6994879245758,25721.019536,5938.128906,19782.89063,28001.236718,5979.055078,22022
35,BNG(solar-flare)_OpenML,663552,12,1686295883.6055229,1686295973.3328075,1,89.7272846698761,25731.375005,5952.484375,19778.89063,30052.625001,6073.137891,23979
36,BNG(2dplanes)_OpenML,177147,10,1686295973.9115674,1686295985.782655,1,11.871087551116943,25799.355474000004,6020.464844,19778.89063,27983.957809,6029.505859,21954
37,BNG(pwLinear)_OpenML,177147,10,1686295987.6732185,1686295999.532347,1,11.859128475189209,25822.039068000002,6043.148438,19778.89063,27985.550389,6099.992969,21885
38,BNG(wine_quality)_OpenML,531441,11,1686296000.50776,1686296071.4808528,1,70.97309279441833,25890.144536,6047.253906,19842.89063,30184.804687999997,6194.892188,23989
39,Click_prediction_small_OpenML,149639,11,1686296072.384266,1686296086.45602,1,14.071754217147827,25920.148443000002,6077.257813,19842.89063,30451.657028,6127.192578,24324
40,Click_prediction_small_OpenML,399482,11,1686296087.4935603,1686296123.3861072,1,35.89254689216614,25919.429693000002,6076.539063,19842.89063,30633.403903000002,6191.308203,24442
41,spoken-arabic-digit_OpenML,263256,14,1686296143.1357305,1686296168.7566943,1,25.62096381187439,25963.792974000004,6118.902344,19844.89063,27470.489064,6176.233594,21294
42,covertype_OpenML,581012,54,1686296204.5505624,1686296362.1745052,1,157.62394285202026,25974.07813,6123.1875,19850.89063,29245.291795999998,6256.634766,22988
43,creditcard_OpenML,284807,29,1686296362.9568017,1686296392.3955655,1,29.438763856887817,26088.429686000003,6151.535156,19936.89453,27177.171094999998,6324.478125,20852
44,Diabetes130US_OpenML,101766,49,1686296397.4277737,1686296406.5978825,1,9.170108795166016,26092.578124,6154.683594,19937.89453,30372.628514999997,6310.978125,24061
45,Buzzinsocialmedia_Twitter_OpenML,583250,77,1686296409.2189271,1686296475.7432635,1,66.52433633804321,26479.734374,6159.839844,20319.89453,27594.919137999997,6219.955078,21374
46,20_newsgroups.drift_OpenML,399940,1000,1686296492.5159218,1686296533.9626937,1,41.44677186012268,30500.50391,7642.3125,22858.19141,32961.626949,7949.999219,25011
47,fars_OpenML,100968,29,1686296534.4031167,1686296544.315663,1,9.912546396255493,27449.085935,6117.546875,21331.53906,31464.608204,6170.121484,25294
48,EMNIST_Balanced_OpenML,131600,784,1686296548.301821,1686296561.3187416,1,13.016920566558838,27591.859373,6131.320313,21460.53906,29709.360548,6173.986328,23535
49,MiniBooNE_OpenML,130064,50,1686296563.826099,1686296576.870733,1,13.044634103775024,27770.406248,6132.867188,21637.53906,29192.146091000002,6442.725781,22749
50,dionis_OpenML,416188,60,1686296578.507237,1686296641.9712358,1,63.463998794555664,27993.14063,6133.4375,21859.70313,29418.923826,6411.872656,23007
51,Klaverjas2018_OpenML,981541,32,1686296644.5980098,1686296748.352751,1,103.75474119186401,27993.664068000002,6132.960938,21860.70313,28118.682036,6174.610156,21944
52,Kuzushiji-49_OpenML,270912,784,1686296827.804546,1686296865.3198478,1,37.51530170440674,34304.871099,6124.167969,28180.70313,35698.827736,6530.291016,29168
53,CreditCardFraudDetection_OpenML,284807,30,1686296871.4405932,1686296897.922614,1,26.48202085494995,34994.992193,6170.289063,28824.70313,35742.152342,6398.219922,29343
54,aloi_OpenML,108000,128,1686296903.8795722,1686296913.6700754,1,9.79050326347351,35526.589849,6174.886719,29351.70313,36606.046093,6369.370703,30236
55,CreditCardFraudDetection_OpenML,284807,30,1686296915.19957,1686296941.8563812,1,26.656811237335205,35529.273443,6178.570313,29350.70313,36186.656643,6361.789453,29824
56,SantanderCustomerSatisfaction_OpenML,200000,201,1686296944.8323028,1686296994.542831,1,49.71052813529968,35912.417974,6179.714844,29732.70313,40150.382419,6649.942969,33500
57,hls4ml_lhc_jets_hlf_OpenML,830000,16,1686296996.4122052,1686297143.5449626,1,147.13275742530823,35926.625005,6193.921875,29732.70313,36327.896481,6555.106641,29772
58,medical_charges_nominal_OpenML,163065,11,1686297144.6223,1686297161.7846138,1,17.16231393814087,36018.386724,6285.683594,29732.70313,38224.575388,6288.305078,31936
59,Allstate_Claims_Severity_OpenML,188318,130,1686297163.1933131,1686297183.0422976,1,19.848984479904175,36085.785161,6353.082031,29732.70313,36147.242191,6355.194531,29792
60,RelevantImagesDatasetTEST_OpenML,134731,30,1686297183.659129,1686297198.941987,1,15.28285813331604,36085.808599,6353.105469,29732.70313,37652.921876,6406.622656,31246
61,Yolanda_OpenML,400000,100,1686297201.8638165,1686297251.0631833,1,49.19936680793762,36106.710943,6374.007813,29732.70313,41353.987896,6846.628516,34507
62,nyc-taxi-green-dec-2016_OpenML,581835,18,1686297253.153385,1686297313.7995284,1,60.646143436431885,36109.898443,6376.195313,29733.70313,36162.780472,6378.526172,29784
63,30mlday_OpenML,300000,24,1686297319.3775384,1686297354.4589176,1,35.08137917518616,36425.60938,6384.90625,30040.70313,37648.095309,6449.580469,31198
64,Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,1686297359.7518876,1686297480.8325157,1,121.08062815666199,37437.828123,6890.789063,30547.03906,44397.494138,6936.861328,37460
65,SGEMM_GPU_kernel_performance_OpenML,241600,17,1686297481.8283808,1686297505.2394516,1,23.411070823669434,36425.019536,6385.316406,30039.70313,37915.290239,6523.855859,31391
66,SGEMM_GPU_kernel_performance_OpenML,241600,14,1686297568.0678916,1686297591.8739462,1,23.80605459213257,52069.46563,6606.9625,45462.50313,53565.707034,6662.227344,46903
67,medical_charges_OpenML,188806,12,1686297592.2614746,1686297610.5356026,1,18.274127960205078,52218.742193,6757.039063,45461.70313,54508.580083,6794.389063,47714
68,covertype_OpenML,423680,54,1686297612.5092278,1686297677.130623,1,64.62139534950256,52213.386724,6753.683594,45459.70313,52483.694144,6963.871094,45519
69,covertype_OpenML,566602,10,1686297677.7490268,1686297782.621798,1,104.87277126312256,52212.488286,6752.785156,45459.70313,57312.649612,6878.957422,50433
70,covertype_OpenML,566602,10,1686297783.7208302,1686297853.7404826,1,70.01965236663818,52212.023443,6752.320313,45459.70313,57074.258594,6875.108594,50199
71,covertype_OpenML,566602,10,1686297853.9695494,1686297945.3838058,1,91.41425633430481,52211.191411,6751.488281,45459.70313,56625.737893000005,6877.201563,49748
72,Higgs_OpenML,940160,24,1686297947.850052,1686298051.7576983,1,103.90764617919922,52432.058599,6749.355469,45682.70313,52738.242583,6818.389453,45919
73,year_OpenML,515345,90,1686298059.3649416,1686298122.6929932,1,63.32805156707764,52480.785161,6797.082031,45683.70313,53816.286721,6804.737891,47011
74,covertype_OpenML,423680,54,1686298124.3111267,1686298184.0242393,1,59.713112592697144,52480.007818,6797.304688,45682.70313,52550.340620999996,6800.900781,45749
75,road-safety_OpenML,111762,32,1686298184.362337,1686298195.397994,1,11.035656929016113,52501.92188,6819.21875,45682.70313,55804.709373000005,6869.114453,48935
76,nyc-taxi-green-dec-2016_OpenML,581835,10,1686298196.641952,1686298239.361485,1,42.71953296661377,52502.894536,6820.191406,45682.70313,56882.934374000004,6933.815234,49949
77,Allstate_Claims_Severity_OpenML,188318,124,1686298240.9362867,1686298264.8862774,1,23.94999074935913,52538.437505,6854.734375,45683.70313,52793.331255,7042.265625,45751
78,nyc-taxi-green-dec-2016_OpenML,581835,16,1686298266.6467235,1686298330.2808008,1,63.634077310562134,52536.996099,6853.292969,45683.70313,53758.198824,6960.996094,46797
79,nyc-taxi-green-dec-2016_OpenML,581835,10,1686298332.3881147,1686298382.7383418,1,50.35022711753845,52536.593755,6852.890625,45683.70313,56990.356253,6964.214063,50026
80,Allstate_Claims_Severity_OpenML,188318,124,1686298384.061996,1686298409.1072996,1,25.04530358314514,52592.531255,6907.828125,45684.70313,52675.287114,6910.415234,45764
81,nyc-taxi-green-dec-2016_OpenML,581835,16,1686298410.935069,1686298474.99452,1,64.05945086479187,52588.355474,6904.652344,45683.70313,53756.855467,7010.879297,46745
82,Higgs_OpenML,940160,24,1686298479.9689128,1686298581.08595,1,101.11703705787659,52587.066411,6902.363281,45684.70313,53123.76055,6911.23125,46212
83,covertype_OpenML,566602,10,1686298582.095151,1686298673.2212,1,91.12604904174805,52583.531255,6899.828125,45683.70313,57548.769136,7029.353906,50519
84,Higgs_OpenML,940160,24,1686298675.802293,1686298776.4333525,1,100.63105940818787,52806.964849,6899.261719,45907.70313,53328.487106,6968.197656,46360
85,covertype_OpenML,566602,10,1686298777.438204,1686298853.5586057,1,76.12040162086487,52803.636724,6896.933594,45906.70313,57576.305074,7030.008984,50546
86,covertype_OpenML,566602,10,1686298854.612973,1686298938.5775087,1,83.9645357131958,52803.695318,6896.992188,45906.70313,57003.381246000004,7020.797266,49982
87,Higgs_OpenML,940160,24,1686298941.0149944,1686299041.95196,1,100.93696570396423,52802.652349,6895.949219,45906.70313,53354.846879,6953.142969,46401
88,covertype_OpenML,423680,54,1686299046.1000206,1686299107.7512114,1,61.651190757751465,52802.92188,6896.21875,45906.70313,52855.940628000004,6897.873438,45958
89,road-safety_OpenML,111762,32,1686299108.3186662,1686299119.075149,1,10.75648283958435,52804.726568,6898.023438,45906.70313,55820.251559000004,6959.199219,48861
90,Credit_Card_Fraud_Detection_OpenML,284807,30,1686299120.189963,1686299147.7308917,1,27.540928602218628,52804.636724,6897.933594,45906.70313,54158.328513,7149.339063,47008
91,sgemm_gpu_kernel_performance_OpenML,241600,14,1686299149.5440598,1686299173.6571662,1,24.11310648918152,52806.164068,6899.460938,45906.70313,54605.599222,7117.307422,47488
92,nyc_taxi_green_OpenML,581835,18,1686299174.7874997,1686299234.75399,1,59.966490268707275,52804.847661,6898.144531,45906.70313,52971.137504,7011.483594,45959
93,road-safety_OpenML,111762,32,1686299235.6017437,1686299246.304878,1,10.703134298324585,52807.175786,6899.472656,45907.70313,55428.923832,6941.432422,48487
94,Allstate_Claims_Severity_OpenML,188318,124,1686299247.4735527,1686299268.6694,1,21.195847272872925,52827.750005,6920.046875,45907.70313,53833.888671,7112.063281,46721
95,fars_OpenML,100959,29,1686299270.653016,1686299282.181166,1,11.528149843215942,52826.992193,6919.289063,45907.70313,55952.012501,6977.012891,48974
96,hcdr_OpenML,244280,69,1686299283.592076,1686299306.5344112,1,22.94233512878418,52826.386724,6918.683594,45907.70313,53139.518747,7093.091797,46046
97,road-safety_OpenML,111762,32,1686299307.8340728,1686299324.5679278,1,16.73385500907898,52825.960943,6918.257813,45907.70313,56326.258986999994,6982.360547,49343
98,ATLAS-Higgs-Boson-Machine-Learning-Challenge-2014_OpenML,818238,30,1686299329.1139934,1686299412.1753552,1,83.06136178970337,52826.589849,6917.886719,45908.70313,53712.342183,6928.333203,46784
99,Dota2-Games-Results-Data-Set_OpenML,102944,116,1686299415.8551106,1686299425.6339917,1,9.778881072998047,52826.507818,6917.804688,45908.70313,54624.65273,6968.08125,47656
100,SantanderCustomerSatisfaction_OpenML,200000,200,1686299428.4271038,1686299447.1306827,1,18.70357894897461,52822.480474,6915.777344,45906.70313,56270.74609099999,6983.519141,49287
