Filename,Row,Columm,Mode,System_M2,Time_M2,ARI_M2,System_Thelma,Time_Thelma,ARI_Thelma,System_AP,Time_AP,ARI_AP,System_DBSCAN,Time_DBSCAN,ARI_DBSCAN,System_HAC,Time_HAC,ARI_HAC,System_SC,Time_SC,ARI_SC
creditcard_OpenML,284807,29,SS,M2,36.94481706619263,0.001723118840575,Thelma,70.68862676620483,0.001723118840575,,,,,,,,,,,,
Buzzinsocialmedia_Twitter_OpenML,583250,77,SS,M2,129.1399428844452,0.0008643224448342,Thelma,236.42269849777225,0.0008643224448342,,,,,,,,,,,,
connect-4_OpenML,67557,42,SS,M2,5.241350173950195,-0.0016614189494108,Thelma,11.278096675872805,-0.0016614189494108,,,,,,,,,,,,
EMNIST_Balanced_OpenML,131600,784,SS,M2,204.07193398475647,0.0111866474783852,Thelma,434.511691570282,0.0111866474783852,,,,,,,,,,,,
dionis_OpenML,416188,60,SS,M2,79.49400806427002,4.0062315359020937e-11,Thelma,159.13782453536987,4.0062315359020937e-11,,,,,,,,,,,,
Klaverjas2018_OpenML,981541,32,SS,M2,87.66486501693726,-0.000371686832239,Thelma,173.2887089252472,-0.000371686832239,,,,,,,,,,,,
Kuzushiji-49_OpenML,270912,784,SS,M2,463.0132870674133,0.0182726116957581,Thelma,1000.1610593795776,0.0182726116957581,,,,,,,,,,,,
bot-iot-all-features_OpenML,3668522,44,SS,M2,623.3083112239838,-0.0001268676834845,Thelma,1206.2869501113892,-0.0001268676834845,,,,,,,,,,,,
CreditCardFraudDetection_OpenML,284807,30,SS,M2,37.6982638835907,0.0030107195792018,Thelma,74.01340985298157,0.0030107195792018,,,,,,,,,,,,
SantanderCustomerSatisfaction_OpenML,200000,201,SS,M2,130.49546885490415,-0.0004502469111875,Thelma,244.2214653491974,-0.0004502469111875,,,,,,,,,,,,
hls4ml_lhc_jets_hlf_OpenML,830000,16,SS,M2,70.56874704360962,0.0641636201768721,Thelma,134.95240569114685,0.0641636201768721,,,,,,,,,,,,
medical_charges_nominal_OpenML,163065,11,SS,M2,6.974241018295288,3.704485377846269e-07,Thelma,15.3645179271698,3.704485377846269e-07,,,,,,,,,,,,
Allstate_Claims_Severity_OpenML,188318,130,SS,M2,48.82645201683045,-4.1038255694735e-08,Thelma,100.0464391708374,-4.1038255694735e-08,,,,,,,,,,,,
RelevantImagesDatasetTEST_OpenML,134731,30,SS,M2,9.846256017684937,0.0568706719782709,Thelma,20.81049394607544,0.0568706719782709,,,,,,,,,,,,
Yolanda_OpenML,400000,100,SS,M2,157.75234580039978,-0.0017942635244817,Thelma,316.1960973739624,-0.0017942635244817,,,,,,,,,,,,
nyc-taxi-green-dec-2016_OpenML,581835,18,SS,M2,33.52815794944763,2.888393972200965e-05,Thelma,65.37026810646057,2.888393972200965e-05,,,,,,,,,,,,
Higgs_OpenML,1000000,28,SS,M2,139.2872588634491,-0.0003355220044899,Thelma,265.01008200645447,-0.0003355220044899,,,,,,,,,,,,
30mlday_OpenML,300000,24,SS,M2,25.520161867141724,-5.564873836455061e-09,Thelma,49.65305829048157,-5.564873836455061e-09,,,,,,,,,,,,
Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,SS,M2,296.3489170074463,0.0184993535490992,Thelma,630.270886182785,0.0184993535490992,,,,,,,,,,,,
ACSPublicCoverage_OpenML,1138289,19,SS,M2,71.94220185279846,-0.0080435826277777,Thelma,155.2147035598755,-0.0080435826277777,,,,,,,,,,,,
ACSIncome_OpenML,1664500,11,SS,M2,74.75010204315186,-0.0003681191422228,Thelma,156.49735236167908,-0.0003681191422228,,,,,,,,,,,,
SGEMM_GPU_kernel_performance_OpenML,241600,17,SS,M2,12.68869686126709,3.567899988929848e-05,Thelma,26.2965624332428,3.567899988929848e-05,,,,,,,,,,,,
medical_charges_OpenML,188806,12,SS,M2,8.181166887283325,6.873612636055771e-10,Thelma,17.252951860427856,6.873612636055771e-10,,,,,,,,,,,,
year_OpenML,515345,90,SS,M2,200.8166332244873,-0.0017616506610158,Thelma,398.17648911476135,-0.0017616506610158,,,,,,,,,,,,
Credit_Card_Fraud_Detection_OpenML,284807,30,SS,M2,37.53174591064453,0.0030107195792018,Thelma,73.85806441307068,0.0030107195792018,,,,,,,,,,,,
sgemm_gpu_kernel_performance_OpenML,241600,14,SS,M2,10.130941152572632,4.935920808620786e-07,Thelma,22.61540675163269,4.935920808620786e-07,,,,,,,,,,,,
nyc_taxi_green_OpenML,581835,18,SS,M2,33.390236377716064,2.888393972200965e-05,Thelma,68.89732480049133,2.888393972200965e-05,,,,,,,,,,,,
Airlines_DepDelay_1M_OpenML,1000000,11,SS,M2,42.95759701728821,0.0114946492980279,Thelma,85.20228409767151,0.0114946492980279,,,,,,,,,,,,
delays_zurich_transport_OpenML,5465575,11,SS,M2,294.6391158103943,-3.0012514351536125e-05,Thelma,581.9864537715912,-3.0012514351536125e-05,,,,,,,,,,,,
hcdr_OpenML,244280,69,SS,M2,38.794224977493286,-0.0166488268162629,Thelma,79.27515053749084,-0.0166488268162629,,,,,,,,,,,,
autos_OpenML,1000000,25,SS,M2,102.63543319702148,0.0021626302106059,Thelma,208.66504311561584,0.0021626302106059,,,,,,,,,,,,
ATLAS-Higgs-Boson-Machine-Learning-Challenge-2014_OpenML,818238,30,SS,M2,93.07565116882324,0.0483497834938657,Thelma,192.4316289424896,0.0483497834938657,,,,,,,,,,,,
Click_OpenML,1000000,11,SS,M2,50.86319088935852,9.42241018203956e-08,Thelma,101.90857982635498,3.2480032483800062e-09,,,,,,,,,,,,
letter_OpenML,20000,16,SS,M2,1.0509700775146484,0.0019992067399853,,,,2060,13.09480905532837,0.0556722690581413,3070.0,2.30106258392334,0.0013551775987441,M2,1.0509700775146484,0.0019992067399853,M2,14.853364944458008,0.0284863357447604
pendigits_OpenML,10992,16,SS,M2,0.7102620601654053,0.0204694754591351,,,,2060,7.233640670776367,0.476741796734898,3070.0,1.9020121097564693,0.0260150775363701,M2,0.7102620601654053,0.0204694754591351,M2,1.577505588531494,0.0561743442082819
pol_OpenML,15000,48,SS,M2,1.6652600765228271,-0.0011448973191642,,,,2060,9.80077338218689,0.0138331747212014,3070.0,3.2349307537078857,-0.1140413406501328,M2,1.6652600765228271,-0.0011448973191642,M2,2.2321648597717285,0.0051683227008227
2dplanes_OpenML,40768,10,SS,M2,1.4890692234039309,4.756853110869724e-07,,,,2060,21.05135488510132,3.374543992081981e-07,3070.0,2.802015781402588,9.569224075163855e-10,M2,1.4890692234039309,4.756853110869724e-07,M2,4.8069329261779785,4.853096078573927e-07
elevators_OpenML,16599,18,SS,M2,1.114552021026611,0.0012904048413492,,,,2060,8.833409070968628,0.0078396483766488,3070.0,2.3501105308532715,-0.0055516655199535,M2,1.114552021026611,0.0012904048413492,M2,2.820728063583374,0.0114418177742729
meta_stream_intervals.arff_OpenML,45164,74,SS,M2,9.269771099090576,0.0021441855484421,,,,2060,36.97209692001343,0.0001740512156124,3070.0,14.437464475631714,-0.0090878779529574,M2,9.269771099090576,0.0021441855484421,M2,10.496196985244753,0.0024255014721457
Ailerons_OpenML,13750,40,SS,M2,1.5913639068603516,0.0010925341507352,,,,2060,9.2067129611969,0.0004194432562111,3070.0,3.067018508911133,0.0003862987126894,M2,1.5913639068603516,0.0010925341507352,M2,4.896876811981201,0.0010836102753498
mv_OpenML,40768,10,SS,M2,1.7366218566894531,-1.011782488235888e-06,,,,2060,16.226130723953247,3.863121576799128e-05,3070.0,3.2024199962615967,-1.0208771592642238e-05,M2,1.7366218566894531,-1.011782488235888e-06,M2,10.14832615852356,-3.3374245650791886e-05
fried_OpenML,40768,10,SS,M2,1.6919093132019043,2.4893411241266117e-08,,,,2060,19.309240341186523,5.553253066921973e-06,3070.0,3.3017818927764893,0.0,M2,1.6919093132019043,2.489341124126612e-08,M2,3.4153852462768555,8.010602624536198e-08
house_16H_OpenML,22784,16,SS,M2,1.549605131149292,1.7271440842173077e-05,,,,2060,12.967724800109863,0.0052164659456723,3070.0,2.9203977584838867,0.0069212415328022,M2,1.549605131149292,1.7271440842173077e-05,M2,3.9998648166656494,0.0319572795056107
ailerons_OpenML,13750,40,SS,M2,1.55979323387146,0.0031253108262516,,,,2060,10.67782425880432,0.0016805628742971,3070.0,3.0362818241119385,0.00183971216368,M2,1.55979323387146,0.0031253108262516,M2,4.540456056594849,0.0020525085054218
sylva_prior_OpenML,14395,108,SS,M2,3.1127710342407227,0.0052081698495987,,,,2060,15.67793107032776,-0.0033733808609802,3070.0,5.493384122848511,0.0325025380929352,M2,3.1127710342407227,0.0052081698495987,M2,3.7694599628448486,0.0077060089723169
eye_movements_OpenML,10936,27,SS,M2,1.0461337566375732,0.0008968886413476,,,,2060,10.984217166900637,0.00710216347754,3070.0,2.401687860488892,0.0183078693060713,M2,1.0461337566375732,0.0008968886413476,M2,3.88112211227417,0.0151128497145054
MagicTelescope_OpenML,19020,10,SS,M2,0.9310581684112548,-0.0131466447088411,,,,2060,8.506202459335327,0.0417202731909822,3070.0,2.089845895767212,0.0075750059077755,M2,0.9310581684112548,-0.0131466447088411,M2,8.048511028289795,-4.834562856844408e-05
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,SS,M2,0.570349931716919,0.0004037712837842,,,,M2,1.684804916381836,0.0005024731562711,3070.0,1.6779861450195312,0.0001535846533491,M2,0.570349931716919,0.0004037712837842,M2,4.600580930709839,-0.000154922614469
bank-marketing_OpenML,45211,16,SS,M2,1.843523979187012,-0.0007532019689526,,,,M2,6.842110872268677,0.0092972467487132,3070.0,3.576512575149536,0.0354138269039535,M2,1.843523979187012,-0.0007532019689526,M2,8.830944061279297,-0.0458579094648113
eeg-eye-state_OpenML,14980,14,SS,M2,0.9630868434906006,0.0753843779234831,,,,M2,1.7547099590301514,0.0146719091086329,3070.0,2.130304336547852,0.0,M2,0.9630868434906006,0.0753843779234831,M2,7.62093710899353,0.0169767595886655
gas-drift_OpenML,13910,128,SS,M2,6.280441045761108,0.0026259034484108,,,,M2,7.496745347976685,0.1773752982143617,3070.0,10.02777624130249,0.1072213627793974,M2,6.280441045761108,0.0026259034484108,M2,6.817203998565674,0.0157624206997904
gas-drift-different-concentrations_OpenML,13910,129,SS,M2,6.433283805847168,0.026147285157455,,,,M2,7.37745213508606,0.1735420115538511,3070.0,10.14965295791626,0.0246395001862601,M2,6.433283805847168,0.026147285157455,M2,9.906923055648804,0.0201733936108497
har_OpenML,10299,561,SS,M2,19.130022764205933,0.2681593170894367,,,,M2,20.41556477546692,0.4273949143613987,3070.0,29.741930723190308,0.2669151083608551,M2,19.130022764205933,0.2681593170894367,M2,23.40316081047058,0.3344202160819529
nomao_OpenML,34465,118,SS,M2,9.508955001831056,0.0712056922623925,,,,M2,12.1903657913208,0.0205512624953192,3070.0,15.161067485809326,0.1182442563829212,M2,9.508955001831056,0.0712056922623925,M2,29.15412473678589,0.0849119138923135
CreditCardSubset_OpenML,14240,30,SS,M2,1.786562204360962,7.824122262122606e-06,,,,M2,3.066502809524536,0.0002361364184911,3070.0,3.2500007152557373,0.000352098587102,M2,1.786562204360962,7.824122262122606e-06,M2,2.314327001571656,-0.0001181779194624
PhishingWebsites_OpenML,11055,30,SS,M2,0.9515829086303712,0.00088384656168,,,,M2,2.167746067047119,0.0718941182489647,3070.0,2.19868540763855,0.0007137736130981,M2,0.9515829086303712,0.00088384656168,M2,3.026664972305298,0.0013871097000692
OnlineNewsPopularity_OpenML,39644,60,SS,M2,6.591779708862305,4.0583714600360975e-05,,,,M2,10.70305109024048,0.0001426327498344,3070.0,10.606847286224363,8.589680169687298e-06,M2,6.591779708862305,4.0583714600360975e-05,M2,7.630544900894165,4.0583714600360975e-05
CIFAR_10_small_OpenML,20000,3072,SS,M2,164.24659514427185,0.0203773394840227,,,,,,,,,,,,,,,
STL-10_OpenML,13000,27648,SS,M2,1996.0137829780576,0.0085311025815354,,,,,,,,,,,,,,,
guillermo_OpenML,20000,4296,SS,M2,266.56146478652954,-0.0016358227847573,,,,,,,,,,,,,,,
riccardo_OpenML,20000,4296,SS,M2,258.5232231616974,0.0049976824889598,,,,,,,,,,,,,,,
microaggregation2_OpenML,20000,20,SS,M2,1.3115320205688477,-0.0113670309072793,,,,,,,,,,,,,,,
SVHN_medium_OpenML,49644,3072,SS,M2,395.2184507846832,0.0012016327898134,,,,,,,,,,,,,,,
dataset_sales_OpenML,10738,14,SS,M2,0.7186250686645508,0.0002703932227494,,,,,,,,,,,,,,,
default-of-credit-card-clients_OpenML,30000,23,SS,M2,2.00361704826355,-0.0128469177083572,,,,,,,,,,,,,,,
house_sales_reduced_OpenML,21613,20,SS,M2,1.3974590301513672,2.0313371933346928e-05,,,,,,,,,,,,,,,
Brazilian_houses_OpenML,10692,12,SS,M2,0.622499942779541,3.827296525680453e-05,,,,,,,,,,,,,,,
Bike_Sharing_Demand_OpenML,17379,12,SS,M2,0.7900400161743164,-0.0005190823657262,,,,,,,,,,,,,,,
PCam16k_OpenML,16000,27648,SS,M2,2469.099735021591,0.00558174377082,,,,,,,,,,,,,,,
NASA_PHM2008_OpenML,45918,21,SS,M2,3.286718845367432,1.299348742106219e-05,,,,,,,,,,,,,,,
NASA_PHM2008_1_OpenML,45918,21,SS,M2,3.651303291320801,-2.1881555843545276e-05,,,,,,,,,,,,,,,
MiamiHousing2016_OpenML,13932,16,SS,M2,0.9933030605316162,0.0007630479663873,,,,,,,,,,,,,,,
superconduct_OpenML,21263,81,SS,M2,5.707858085632324,0.0003892116750131,,,,,,,,,,,,,,,
sarcos_OpenML,44484,21,SS,M2,3.680784225463867,0.0003319669731982,,,,,,,,,,,,,,,
law-school-admission-bianry_OpenML,20800,11,SS,M2,0.8262968063354492,-0.0048029812020544,,,,,,,,,,,,,,,
avocado_sales_OpenML,18249,13,SS,M2,1.0467360019683838,-3.3464051100417094e-05,,,,,,,,,,,,,,,
credit_OpenML,16714,10,SS,M2,0.7620327472686768,0.0102279631813733,,,,,,,,,,,,,,,
compass_OpenML,16644,17,SS,M2,0.9230449199676514,-4.3560106211089375e-06,,,,,,,,,,,,,,,
superconductivity_OpenML,21263,81,SS,M2,5.822932004928589,6.528533801709425e-06,,,,,,,,,,,,,,,
naval_propulsion_plant_OpenML,11934,14,SS,M2,0.8685798645019531,-0.0001609986055567,,,,,,,,,,,,,,,
miami_housing_OpenML,13932,15,SS,M2,0.9305601119995116,0.0015216899272347,,,,,,,,,,,,,,,
kings_county_OpenML,21613,21,SS,M2,1.4477040767669678,-6.191559730359243e-06,,,,,,,,,,,,,,,
health_insurance_OpenML,22272,11,SS,M2,0.8792848587036133,0.0094528888172131,,,,,,,,,,,,,,,
online_shoppers_OpenML,12330,17,SS,M2,0.820148229598999,0.0009373734011461,,,,,,,,,,,,,,,
Insurance_OpenML,23548,10,SS,M2,0.8981080055236816,-0.0007471858861832,,,,,,,,,,,,,,,
SignMNIST_OpenML,34627,784,SS,M2,63.95508027076721,0.0019002552086611,,,,,,,,,,,,,,,
Microsoft_OpenML,1200192,136,SS,M2,601.0441427230835,4.5001937050605375e-05,,,,,,,,,,,,,,,
MiniBooNE_OpenML,130064,50,SS,,,,Thelma,43.47445607185364,0.1738179666795992,,,,,,,,,,,,
fars_OpenML,100959,29,SS,,,,Thelma,14.128052473068236,0.0020868615987275,,,,,,,,,,,,
covertype_OpenML,581012,54,SS,,,,Thelma,158.16614317893982,-0.027649540117652,,,,,,,,,,,,
