Filename,Row,Columm,Estimated_Time,1000,2000,3000,6000,9000,12000,15000,20000
BNG(cpu_act)_OpenML,1000000,22,16438.83419,0.859731197,3.342636108,7.702936888,30.9130559,66.74652958,119.083075,186.0944109,330.1296961
BNG(cpu_small)_OpenML,1000000,13,16385.07741,0.616269112,3.346297741,7.696000099,30.90941691,66.67574191,118.9863489,184.8975449,329.1688812
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,16384.29865,0.848913193,3.366022348,7.702415705,30.96720505,66.57230306,118.9056337,184.8109829,329.4023962
BNG(credit-a)_OpenML,1000000,16,16464.88145,0.871604919,3.36290288,7.702364922,31.00773311,66.6899488,119.4787908,186.1416621,330.7560761
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,1000000,21,10395.33881,0.861663818,0.921598196,3.028245211,17.71006918,35.49473786,84.15855098,76.69116688,227.8650858
BNG(credit-g)_OpenML,1000000,21,16778.94666,0.851426125,3.369782925,7.730781078,31.08775806,67.31212425,120.4853621,187.7862821,338.3453581
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,1000000,40,15776.29365,0.265932083,1.80701828,3.07841301,19.69844723,43.98638606,108.9571099,153.5183067,328.2995582
BNG(cylinder-bands)_OpenML,1000000,40,16647.83703,0.739713907,2.927124977,7.769618988,31.37011385,67.03847384,119.5381532,186.4648318,335.466764
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,1000000,35,6678.358785,0.191116095,0.791597843,1.555698872,6.52498579,66.446383,45.7174089,63.23705292,137.6489818
BNG(dermatology)_OpenML,1000000,35,5326.741541,0.188160896,0.744843006,1.647520065,8.20588398,22.99312997,35.93901396,58.97977209,107.4353321
BNG(elevators)_OpenML,1000000,19,16459.97669,0.330626726,1.662497997,7.288122892,22.91149497,66.58585405,119.0858219,185.866354,327.6767721
BNG(eucalyptus)_OpenML,1000000,20,13678.08907,0.352982044,1.296588182,3.02503109,14.57897997,33.96380401,100.4138339,127.5499823,285.7169039
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,1000000,14,16402.83599,0.514973879,2.652643204,7.675997257,30.95908141,66.57809711,119.053086,185.656379,328.7700543
BNG(heart-c)_OpenML,1000000,14,9270.231484,0.298738003,0.81913805,2.509330988,13.60338092,26.64255404,51.36678195,83.85433102,201.077229
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,1000000,14,16377.97328,0.851165056,3.346988916,7.673521996,30.92544723,66.558846,118.8015068,185.8018811,328.6636181
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,1000000,14,16322.71995,0.77020216,3.19620204,7.698286772,30.88003325,66.43176103,119.007802,185.4428144,327.1202219
BNG(heart-statlog)_OpenML,1000000,14,8015.281907,0.221709251,1.051546097,2.469137907,10.29286599,23.58562398,46.83771229,75.97669196,171.1151609
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,1000000,20,16329.3266,0.846147776,3.340765238,7.696538925,30.87877202,66.342623,118.9635458,184.2681239,328.1185491
BNG(hepatitis)_OpenML,1000000,20,8119.513347,0.306314945,0.899017096,2.303768873,10.40265799,25.28791904,50.99158716,80.22835088,170.1990469
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,1000000,30,16425.19534,0.859504938,3.358419895,7.704333782,30.9399159,66.72492909,119.6178219,186.7327409,329.2361453
BNG(ionosphere)_OpenML,1000000,35,16309.27616,0.814449072,3.345617771,7.683070898,31.00212789,66.40233088,118.986953,184.6248717,327.3442962
BNG(JapaneseVowels)_OpenML,1000000,15,8610.346849,0.254398108,1.13727212,3.369379759,10.62325215,32.29806209,61.04136205,95.97314095,172.3274498
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,1000000,37,16343.91554,0.404803753,3.380511045,5.346860886,30.91499376,66.66573501,119.107465,184.850944,326.7726479
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,1000000,37,16288.73963,0.399483204,3.353987217,5.84042716,30.82368898,66.26083398,118.5383873,185.0367451,325.503958
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,1000000,37,16344.7127,0.404356956,3.358523846,5.828343153,30.99591589,66.53701401,118.8934231,184.9372201,327.0503008
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,1000000,37,16423.2963,0.405869007,3.346505165,6.222468853,28.17816019,66.61126304,118.957376,185.3061039,328.6097431
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,1000000,37,16297.33058,0.420443296,3.359164953,7.699262857,27.34015226,66.2584672,118.2432351,184.3599429,326.3733661
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,1000000,37,16406.0749,0.404458046,3.348139048,6.993333817,30.94054008,66.60756087,118.6602588,185.3754489,329.1305039
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,1000000,37,16290.78382,0.406867981,3.352092028,7.706084013,30.87423825,66.3279829,118.3928628,184.5211058,326.792275
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,1000000,37,16341.83283,0.402700901,3.351854086,6.140302896,30.89624095,66.22361231,118.2606039,183.4987969,328.1148381
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,1000000,37,16297.59995,0.366155863,3.361305237,6.995469093,30.93947411,66.3066659,118.7398062,184.6274319,326.4749639
BNG(kr-vs-kp)_OpenML,1000000,37,16402.48147,0.407310724,3.360297918,6.520376205,30.98828483,66.41378188,118.9172769,185.1608629,328.8763101
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,16395.27698,0.85543704,3.350928783,7.694928885,30.8469348,66.14891005,118.7731771,185.883337,329.1306469
BNG(labor)_OpenML,1000000,17,9169.611249,0.310328722,0.895541191,2.182017088,8.682454109,27.25737309,47.33137703,185.6753919,140.5949104
BNG(letter_COMMA_1000_COMMA_1)_OpenML,1000000,17,6003.104227,0.218226194,0.65043211,1.443511009,7.859445095,22.65341806,34.10292006,62.21528602,125.0104063
BNG(letter_COMMA_1000_COMMA_10)_OpenML,1000000,17,5546.379489,0.227270126,0.837747097,1.931777954,7.862388849,21.66592407,32.04968572,56.86697292,116.2074642
BNG(letter_COMMA_1000_COMMA_5)_OpenML,1000000,17,5597.461186,0.221158028,0.702337027,2.181405783,9.184524059,17.72174597,53.40016222,59.88708186,109.8879497
BNG(letter_COMMA_10000_COMMA_1)_OpenML,1000000,17,5358.459211,0.224873066,0.653241873,1.446187973,10.06698322,26.20351386,38.2357192,62.8763299,105.5383608
BNG(letter_COMMA_10000_COMMA_10)_OpenML,1000000,17,5449.995711,0.222594976,0.640140057,1.42747879,9.96979785,26.09117579,30.77317214,56.37209702,114.0568812
BNG(letter_COMMA_10000_COMMA_5)_OpenML,1000000,17,5014.314928,0.221908092,0.646081924,1.427536964,9.951046944,25.81562376,35.20902014,53.72501874,101.9476662
BNG(letter_COMMA_5000_COMMA_1)_OpenML,1000000,17,5742.076125,0.219024897,0.637001276,1.439056158,9.996999025,27.54198313,35.46018004,53.75043201,122.2633491
BNG(letter_COMMA_5000_COMMA_10)_OpenML,1000000,17,6370.364293,0.226950884,0.63694191,1.440395832,8.029602051,21.14240384,40.62467885,51.59077787,139.469584
BNG(letter_COMMA_5000_COMMA_5)_OpenML,1000000,17,5222.650052,0.227863073,0.647531033,1.428322792,7.743037939,19.77005386,33.82707095,55.67638135,106.9460869
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,16457.04261,0.6007092,3.384335756,7.756388903,31.87294483,66.89876676,119.3088319,186.7303092,330.2910731
BNG(letter)_OpenML,1000000,17,5465.689712,0.240824938,0.646955013,1.455458164,10.02314806,26.15344977,46.65049195,62.55872297,106.1584771
BNG(libras_move)_OpenML,1000000,91,5458.411776,0.20219183,0.747015953,1.680259228,7.939770222,15.92053699,42.92442799,56.12401509,110.9163897
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,19,16310.79075,0.218959808,1.177890062,4.138743877,18.67335606,41.49739695,117.7820928,174.9924302,328.480078
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,1000000,19,12468.7173,0.214047194,3.405327082,3.290751934,14.40202999,35.6136632,57.843817,92.59956217,285.6538229
BNG(lymph_COMMA_1000_COMMA_5)_OpenML,1000000,19,9099.778703,0.207746983,0.967756033,4.042044163,19.47443295,41.67930913,79.76776099,133.2379491,160.8755331
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,19,16270.22995,0.201298952,1.698606014,3.364818811,21.64468098,56.61106992,111.8238301,178.4607062,327.040168
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,1000000,19,15487.28943,0.207961082,1.715973854,3.216408253,22.18832994,64.88341999,100.5971489,144.6084261,327.3098052
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,19,14652.1286,0.207483053,1.7047019,3.277747154,22.24541807,66.2572248,76.55955315,185.727571,287.8484712
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,19,15898.40082,0.20400691,1.653678656,3.314965963,16.99273801,53.89224505,119.0090449,151.0096231,329.019068
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,19,15990.79346,0.21134305,1.307879925,3.257877111,16.76829386,37.34963393,117.32623,156.6314151,329.460469
BNG(lymph_COMMA_5000_COMMA_5)_OpenML,1000000,19,14747.52676,0.204503059,1.333086014,3.247171164,19.49054575,52.5775249,119.351826,145.3033669,300.144202
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,1000000,19,16436.07054,0.267533064,2.363965988,7.697304249,28.07057929,66.38429999,118.9608419,185.3643689,328.981173
BNG(lymph)_OpenML,1000000,19,16301.70744,0.20055604,1.752619028,3.252068281,20.94945788,59.92364502,96.71592617,185.1666188,328.4335241
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,1000000,77,4721.896956,0.203680038,0.834313869,2.333948135,8.256166935,66.59886503,39.59169197,57.81074309,88.30942798
BNG(mfeat-fourier)_OpenML,1000000,77,9884.20922,0.291759253,3.34821105,7.176394939,14.43872595,35.50435185,52.09872413,114.7797439,203.9853139
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,1000000,65,13015.53654,0.253890753,0.655081034,7.69520092,8.937754154,18.11603808,39.03499532,57.23512816,327.0799642
BNG(mfeat-karhunen)_OpenML,1000000,65,5065.757522,0.224230766,0.690219164,1.596567154,6.923932076,16.71644282,37.01473403,54.46181679,102.311029
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,1000000,48,16441.02921,0.408870935,2.003896952,5.97751236,30.88936281,66.29040599,119.0505919,185.2721303,328.8268151
BNG(mfeat-zernike)_OpenML,1000000,48,6387.400777,0.218520641,0.706586123,2.15006423,30.92583108,21.91366911,37.79273796,86.43968916,126.2798321
BNG(mushroom)_OpenML,1000000,23,16445.21043,0.285501003,2.568327904,7.671745777,31.06168985,66.33681917,118.8240011,186.2583299,329.527272
BNG(mv)_OpenML,78732,11,687.1402477,0.241268873,0.935607195,2.970816851,16.03462815,30.21680307,85.32647085,85.59476876,183.69473
BNG(optdigits)_OpenML,1000000,65,5395.538165,0.197818041,0.586068869,1.630341053,6.300601006,19.46311498,29.88534093,54.35938406,113.5157139
BNG(page-blocks_COMMA_nominal_COMMA_295245)_OpenML,295245,11,4856.15665,0.853871107,3.395442009,7.719926119,31.15850782,66.24306393,120.1630189,186.6346688,333.0488939
BNG(page-blocks)_OpenML,295245,11,4861.818238,0.329207182,3.351374865,7.765565395,14.67119479,66.61105108,118.6331158,186.468488,330.4711392
BNG(pbc)_OpenML,1000000,19,7189.264377,0.195251942,0.977282047,2.608392,10.78766179,25.17826796,64.77360392,70.18135595,145.690345
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,16400.79917,0.8067379,3.389884949,7.773053169,31.21462822,66.80150414,119.7039011,185.8335242,329.1038091
BNG(pendigits)_OpenML,1000000,17,5852.740447,0.203927994,0.782351255,1.914905071,8.177598,66.15034604,35.15150404,61.44719887,119.210546
BNG(pharynx)_OpenML,1000000,11,16708.63972,0.859293222,3.398971796,7.829467773,31.37797189,67.56042218,120.0346942,186.930918,337.1082323
BNG(primary-tumor)_OpenML,1000000,18,16288.02078,0.660476923,3.351597786,7.757838011,31.04446268,66.76702309,118.7907012,184.0419221,327.0678821
BNG(puma32H)_OpenML,1000000,33,6451.317976,0.222988129,0.817455769,2.013404846,9.464962959,28.30840802,36.8768189,68.73171902,133.5226829
BNG(pwLinear)_OpenML,177147,11,1004.584362,0.178506136,0.750788689,1.995265245,8.016783714,24.79168892,35.12147617,81.83924699,106.6205399
BNG(satellite_image)_OpenML,1000000,37,4768.388783,0.860091925,0.733752012,2.44173193,30.92080092,17.08512712,41.93345499,69.07562399,90.08335304
BNG(satimage)_OpenML,1000000,37,5843.332822,0.20065999,0.81754303,2.102107286,8.085331917,18.43085098,42.44552994,60.13737011,119.7721808
BNG(segment)_OpenML,1000000,20,16438.46459,0.856352091,3.395238876,7.772300005,31.21516538,67.84348369,119.07289,186.6689079,329.8698947
BNG(sick_COMMA_nominal_COMMA_1000000)_OpenML,1000000,30,16487.74828,0.860992193,3.347153902,7.682818174,31.01422024,66.49873281,119.6656778,186.189445,331.3005662
BNG(solar-flare)_OpenML,1000000,13,16345.84492,0.855444908,3.373648882,7.719786882,30.91963792,66.41090417,118.8728929,184.7779462,328.3631809
BNG(sonar_COMMA_nominal_COMMA_1000000)_OpenML,1000000,61,16473.64593,0.199729204,1.047789097,3.377896309,30.87260914,66.33681107,118.8992531,185.1659732,327.94542
BNG(sonar)_OpenML,1000000,61,5307.445392,0.203716993,0.647232056,1.631085873,7.865781069,20.43066502,31.67298222,62.25022268,106.3428049
BNG(soybean)_OpenML,1000000,36,16411.89831,0.183045864,1.646373272,3.548594952,31.03762913,66.62067294,118.6666992,184.8277621,326.897697
BNG(spambase)_OpenML,1000000,58,16606.07315,0.853213787,3.364870071,7.728417158,30.90285635,66.79858923,119.4144411,187.3959439,334.0122907
BNG(spect_test)_OpenML,1000000,23,16318.78658,0.877661943,3.362658024,7.679769993,30.91669393,66.31563902,119.8399291,184.737303,327.3212059
BNG(SPECT)_OpenML,1000000,23,16305.86385,0.852138996,3.353775024,7.690845966,30.9722929,66.39678836,118.5867121,185.109977,327.122638
BNG(spectf_test)_OpenML,1000000,45,7794.128299,0.275955915,0.874712229,7.670013905,11.26098013,15.27087617,118.8835068,78.24930286,144.4926889
BNG(SPECTF)_OpenML,1000000,45,6959.789169,0.199011087,3.353382826,1.741522312,30.95828104,28.24096203,64.02563095,72.29732704,143.3403599
BNG(trains)_OpenML,1000000,33,15511.04646,0.266272068,0.74017787,2.145985126,16.41548634,45.71020198,106.2699809,172.9981358,308.8012071
BNG(vehicle_COMMA_nominal_COMMA_1000000)_OpenML,1000000,19,16406.61032,0.850687981,3.354863882,7.699718952,30.90672708,66.28754306,119.0363669,185.825089,329.4094889
BNG(vehicle)_OpenML,1000000,19,5700.365946,0.2636199,0.767656088,2.022292852,9.363348007,21.67195821,42.68019128,63.52771783,113.8510802
BNG(vote)_OpenML,131072,17,2104.018231,0.848566055,3.347692013,7.698660135,31.00504899,66.49946523,119.1020641,185.2799461,328.4465001
BNG(vowel)_OpenML,1000000,13,5716.100106,0.205306053,0.884756804,1.711043835,7.535163879,17.27369618,33.83693528,52.16222525,123.145308
BNG(waveform-5000_COMMA_nominal_COMMA_1000000)_OpenML,1000000,41,13759.31513,0.163701057,0.813815117,1.567000866,31.00704813,21.69083905,118.7476449,51.29573607,328.5883679
BNG(waveform-5000)_OpenML,1000000,41,5195.404695,0.160901785,0.64516902,2.214758158,30.95021105,18.86361504,31.70166612,58.44028497,110.58056
BNG(wine_quality)_OpenML,531441,12,7240.469267,0.294710875,1.500010967,3.198671818,21.41184592,53.144768,81.17490315,134.0397058,288.223871
BNG(wine)_OpenML,1000000,14,16682.09095,0.852766991,3.376575947,7.726539135,31.29679322,67.53240085,119.9402502,188.1960859,335.591644
BNG(wisconsin)_OpenML,1000000,33,6770.307401,0.278247833,1.037274122,2.136749029,11.81522512,26.22499299,44.9788909,90.05152798,128.7462201
BNG(zoo_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,16833.91945,0.857140064,3.37883687,7.798235893,31.32881594,67.6475141,120.8528016,188.303647,339.5627198
BNG(zoo)_OpenML,1000000,17,16331.70841,0.853555918,3.354519129,7.696564913,31.04493403,66.38142729,118.6134253,185.882082,327.4243762
Buzzinsocialmedia_Twitter_OpenML,583250,78,9177.701553,0.721451044,1.723156929,7.659831047,30.83891392,66.24217391,62.02118611,185.6114061,328.0949638
Click_prediction_small_OpenML,399482,12,6614.503462,0.864480019,3.386468887,7.750558853,31.17932487,67.2275269,119.487402,187.4281521,334.699182
covertype_OpenML,110393,55,839.9950156,0.214967966,0.808654785,2.636348963,10.92962575,25.6654284,51.85057616,130.6282029,132.1433659
CovPokElec_OpenML,1455525,73,23885.08641,0.845911026,1.613255978,7.717825174,30.92241836,66.5050931,119.305141,185.0694621,328.4572363
creditcard_OpenML,284807,30,4131.469442,0.264596939,1.116220951,3.892565966,30.91506815,42.215132,89.2334969,110.4080741,328.9675899
Diabetes130US_OpenML,101766,50,1631.807077,0.858982086,3.344799995,7.668776989,30.93473005,66.28277087,119.5569139,185.9701879,330.3983281
Hyperplane_10_1E-3_OpenML,1000000,11,6265.260056,0.271221161,0.710959673,2.073152065,9.455847025,19.52924895,36.06844115,65.2726059,130.9044611
Hyperplane_10_1E-4_OpenML,1000000,11,5681.554021,0.216807842,1.414714813,2.078572035,6.880383015,28.67779922,48.7628541,62.52232122,111.5265911
KDDCup99_full_OpenML,4898431,42,81579.44441,0.776189327,3.357545853,7.722406864,31.04685903,66.99687767,119.954952,185.1471686,335.3683317
KDDCup99_OpenML,494020,42,8120.675387,0.851516247,3.365175962,7.702011108,31.04828215,66.67185211,119.3227248,186.61199,331.1373751
LED(50000)_OpenML,1000000,25,13454.72227,0.242839098,1.260761976,2.533620834,17.16645622,42.24545527,118.3946862,185.1814461,241.092092
