Filename,Row,Columm,Mode,System,Time_M2,Time_Jimmy,Time_Thelma,Time_Louise,ARI
BNG(satimage)_OpenML,1000000,36,Default,M2,2225.753495,397.4559813,4970.557029,8243.531463,0
BNG(wine)_OpenML,1000000,13,Default,M2,1356.561729,251.215135,5024.3027,5217.545112,0
BNG(eucalyptus)_OpenML,1000000,19,Default,M2,1577.731698,267.4121522,4844.863318,5843.450733,0
BNG(wisconsin)_OpenML,1000000,32,Default,M2,2753.135033,491.6312559,10196.79642,10588.9809,0
BNG(cleveland)_OpenML,1000000,13,Default,M2,1356.807923,251.2607265,9832.625118,5025.21453,0
BNG(auto_price)_OpenML,1000000,15,Default,M2,1682.459314,285.1625956,6231.330793,6470.997362,0
BNG(cpu_act)_OpenML,1000000,21,Default,M2,1652.31614,295.0564536,6008.783264,6119.689407,0
BNG(pbc)_OpenML,1000000,18,Default,M2,1535.974709,284.4397609,5688.795219,5907.595035,0
BNG(autoHorse)_OpenML,1000000,25,Default,M2,1804.852065,305.9071297,5485.623961,6684.637278,0
BNG(cholesterol)_OpenML,1000000,13,Default,M2,1356.516257,242.2350459,5024.134285,5217.370219,0
BNG(autoPrice)_OpenML,1000000,15,Default,M2,1693.223381,313.5598854,4844.700918,6271.197707,0
BNG(pharynx)_OpenML,1000000,10,Default,M2,1256.275037,212.9279724,4652.870507,4831.827065,-2.44E-10
BNG(2dplanes)_OpenML,177147,10,Default,M2,39.6406889,7.078694446,4486.696561,146.8173663,5.27E-09
BNG(elevators)_OpenML,1000000,18,Default,M2,1534.989133,284.2572469,5685.144937,5903.804358,0
BNG(cpu_small)_OpenML,1000000,12,Default,M2,1318.493327,223.4734453,5482.104046,4883.308619,0
BNG(pwLinear)_OpenML,177147,10,Default,M2,39.7478621,7.097832518,147.2143041,152.8763927,1.41E-08
BNG(wine_quality)_OpenML,531441,11,Default,M2,365.3694439,67.66100813,141.9566504,1353.220163,2.03E-05
BNG(Australian)_OpenML,1000000,14,Default,M2,1471.13653,249.3451746,5448.653815,5658.217423,0.046508812
BNG(satellite_image)_OpenML,1000000,36,Default,M2,2225.69558,397.4456393,5254.059036,8243.316963,0
BNG(Ailerons)_OpenML,1000000,40,Default,M2,3012.685907,557.9047976,11158.09595,11587.25349,0
BNG(vowel)_OpenML,1000000,12,Default,M2,1316.756201,223.1790171,10759.59253,4876.874819,0.001127991
BNG(puma32H)_OpenML,1000000,32,Default,M2,2737.834918,488.8990925,10140.12933,10530.1343,0
BNG(SPECT)_OpenML,1000000,22,Default,M2,1767.487832,327.3125615,9777.98185,6546.25123,0.010957424
BNG(SPECTF)_OpenML,1000000,44,Default,M2,2534.94064,429.6509559,9388.669037,9749.771692,0
BNG(mv)_OpenML,78732,10,Default,M2,7.800733089,1.392988052,9053.359429,28.89160403,0
BNG(JapaneseVowels)_OpenML,1000000,14,Default,M2,1396.574423,258.6248931,5172.497863,5371.440088,0.006777842
Click_prediction_small_OpenML,149639,11,Default,M2,33.56883502,5.689633054,4987.765796,124.3290186,0.000559669
Click_prediction_small_OpenML,399482,11,Default,M2,251.4666729,44.90476302,931.3580478,967.1795112,0.000507566
letter-challenge-unlabeled.arff_OpenML,20000,16,Default,M2,0.930498123,0.172314467,898.0952604,3.446289344,-0.021748889
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,Default,M2,2303.025266,390.3432654,8529.723207,8857.789485,-0.031143458
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,Default,M2,7479.591914,1335.641413,8225.090236,27702.19227,-0.00420453
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,Default,M2,4669.577173,864.7365135,17294.73027,17959.9122,-0.0016849
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,Default,M2,17038.41423,2887.866819,16677.06133,63105.23789,-0.065400635
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,Default,M2,4029.415841,719.538543,14923.76237,15497.75323,-0.032201272
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,Default,M2,3527.237792,653.1921837,14390.77086,13063.84367,-0.049364283
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,Default,M2,3523.694423,597.2363429,13050.72009,13552.67086,-0.010061043
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,Default,M2,3521.782905,628.8898045,12584.62294,13043.64039,-0.003912526
BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,Default,M2,1800.578541,333.4404706,6668.809411,6925.302081,0
BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,Default,M2,1798.90864,304.8997695,6430.637646,6662.624593,0
BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,Default,M2,1799.047595,321.2584991,6663.139241,6919.413827,0
BNG(autos_COMMA_5000_COMMA_1)_OpenML,1000000,25,Default,M2,1799.581523,333.2558376,6425.169982,6665.116752,0
BNG(autos_COMMA_5000_COMMA_5)_OpenML,1000000,25,Default,M2,1801.209165,305.289689,6671.145056,6927.727558,0
BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,Default,M2,1801.037046,321.6137582,6432.889875,6670.507578,0
BNG(autos_COMMA_10000_COMMA_1)_OpenML,1000000,25,Default,M2,1799.833935,333.3025806,6666.051611,6922.438212,0
BNG(autos_COMMA_10000_COMMA_5)_OpenML,1000000,25,Default,M2,1798.892865,304.8970958,6427.978339,6662.566167,0
BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,Default,M2,1799.53492,321.3455214,6664.944148,6921.288154,0
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,18,Default,M2,1529.893367,283.3135865,6426.910429,5666.27173,6.10E-05
BNG(lymph_COMMA_1000_COMMA_5)_OpenML,1000000,18,Default,M2,1530.127451,259.3436358,5667.138707,5885.105581,-2.06E-05
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,1000000,18,Default,M2,1532.049634,273.5802918,5464.740896,5674.257904,-6.41E-06
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,18,Default,M2,1531.700721,283.6482817,5672.965633,5891.156619,-0.008338777
BNG(lymph_COMMA_5000_COMMA_5)_OpenML,1000000,18,Default,M2,1532.318471,259.7149951,5470.359718,5675.253596,0.000107627
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,18,Default,M2,1531.628044,273.5050079,5672.696459,5890.877092,6.81E-06
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,18,Default,M2,4419.743605,818.471038,5470.100157,16369.42076,-0.021063985
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,18,Default,M2,15546.41061,2634.984849,57579.29856,59793.88696,0.000795271
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,1000000,18,Default,M2,1531.50187,273.4824768,55522.89504,5672.229148,6.79E-05
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,Default,M2,0.172939062,0.032025752,0.640515044,0.665150238,0
bank-marketing_OpenML,45211,16,Default,M2,4.435000181,0.751694946,0.617639507,16.4259266,0
eeg-eye-state_OpenML,14980,14,Default,M2,0.338099003,0.060374822,1.25221853,1.300380781,0
gas-drift_OpenML,13910,128,Default,M2,1.26711297,0.23465055,1.207496439,4.693011,0
gas-drift-different-concentrations_OpenML,13910,129,Default,M2,1.154551983,0.195686777,4.276118456,4.44058455,0
har_OpenML,10299,561,Default,M2,2.443612337,0.436359346,4.123399939,9.050416063,0
nomao_OpenML,34465,118,Default,M2,6.488951206,1.201657631,24.03315261,24.95750464,0.000540791
spoken-arabic-digit_OpenML,263256,14,Default,M2,96.28778219,16.31996308,23.17482574,356.6214155,1.43E-06
poker-hand_OpenML,1025009,10,Default,M2,1311.155419,234.1348963,4856.131181,5042.905458,0
poker-hand_OpenML,1025000,10,Default,M2,1308.762007,242.3633346,4682.697925,4847.266693,0
covertype_OpenML,581012,54,Default,M2,986.1652389,167.1466507,3652.463848,3792.943227,0
creditcard_OpenML,284807,29,Default,M2,158.8951597,28.37413566,3522.01871,588.5005915,-0.002737275
CreditCardSubset_OpenML,14240,30,Default,M2,0.429107904,0.079464427,1.589288533,1.650415015,0
PhishingWebsites_OpenML,11055,30,Default,M2,0.269071102,0.045605272,1.532528229,0.996559637,-0.013489933
Diabetes130US_OpenML,101766,49,Default,M2,28.38865829,5.069403266,105.1431789,109.1871473,0
OnlineNewsPopularity_OpenML,39644,60,Default,M2,5.004101992,0.926685554,101.3880653,18.53371108,0
Buzzinsocialmedia_Twitter_OpenML,583250,77,Default,M2,1304.357422,221.0775292,4830.953415,5016.759315,-0.002241185
numerai28.6_OpenML,96320,21,Default,M2,14.98389411,2.675695377,4658.419364,55.49590411,6.64E-05
BNG(credit-g)_OpenML,1000000,20,Default,M2,1606.759358,297.5480293,5950.960585,6179.843685,0
BNG(ionosphere)_OpenML,1000000,34,Default,M2,9019.860876,1528.789979,5738.426279,33406.89213,-0.06411913
BNG(segment)_OpenML,1000000,19,Default,M2,1969.056713,351.6172702,7292.802641,7573.29505,0.07938574
BNG(anneal)_OpenML,1000000,38,Default,M2,2313.560906,428.4372048,7032.345404,8568.744096,-0.139404574
connect-4_OpenML,67557,42,Default,M2,11.24259996,1.905525417,41.63925911,43.24076908,0
fars_OpenML,100968,29,Default,M2,20.00922608,3.573076086,40.15214271,74.10824474,0.022772805
Devnagari-Script_OpenML,92000,1024,Default,M2,364.9453828,67.5824783,1351.649566,1403.636088,0
CIFAR_10_small_OpenML,20000,3072,Default,M2,51.48467112,8.726215444,1303.376367,190.6839671,0
CIFAR_10_OpenML,60000,3072,Default,M2,462.815793,82.64567732,1714.132567,1780.060742,0
Fashion-MNIST_OpenML,70000,784,Default,M2,159.9499378,29.62035885,1652.913546,592.407177,0
EMNIST_Balanced_OpenML,131600,784,Default,M2,563.7475011,95.55042392,2087.953708,2168.25962,0
mnist_rotation_OpenML,62000,784,Default,M2,125.1155229,22.34205766,2013.383933,463.3908256,0
SVHN_OpenML,99289,3072,Default,M2,1266.593269,234.5543091,4691.086181,4871.512573,0
STL-10_OpenML,13000,27648,Default,M2,202.2462029,34.27901744,4523.547389,749.0600107,0
MiniBooNE_OpenML,130064,50,Default,M2,46.78248119,8.354014498,173.2684489,179.93262,-0.003962211
guillermo_OpenML,20000,4296,Default,M2,71.10470772,13.16753847,167.08029,263.3507693,0
riccardo_OpenML,20000,4296,Default,M2,70.39121103,11.93071373,260.708189,270.735427,0.099954036
dilbert_OpenML,10000,2000,Default,M2,7.955918074,1.420699656,251.3971823,29.46636324,0
robert_OpenML,10000,7200,Default,M2,29.84809184,5.527424415,110.5484883,114.8003532,0
volkert_OpenML,58310,180,Default,M2,26.28386712,4.454892732,106.600328,97.347656,-0.001551182
dionis_OpenML,416188,60,Default,M2,546.966084,97.672515,2025.800311,2103.715708,0
jannis_OpenML,83733,54,Default,M2,20.51081514,3.7982991,1953.4503,75.965982,0
helena_OpenML,65196,27,Default,M2,8.013819933,1.358274565,29.68081457,30.82238436,0
Klaverjas2018_OpenML,981541,32,Default,M2,2581.676882,461.0137289,28.62078548,9561.76623,0
Click_prediction_small_OpenML,39948,11,Default,M2,2.408380747,0.445996435,8.919928693,9.263002873,0.007276228
microaggregation2_OpenML,20000,20,Default,M2,0.657577991,0.111453897,8.601359811,2.435474041,0.001194431
Kuzushiji-MNIST_OpenML,70000,784,Default,M2,155.6014342,27.78597039,576.3016081,598.4670546,0
CIFAR-100_OpenML,60000,3072,Default,M2,456.8735847,84.60621939,555.7194079,1692.124388,0
GTSRB-HOG01_OpenML,51839,1568,Default,M2,170.1340978,28.83628776,630.1262881,654.3619146,0
GTSRB-HOG02_OpenML,51839,1568,Default,M2,170.536989,30.45303375,607.6217779,631.6184778,-9.01E-07
GTSRB-HOG03_OpenML,51839,2916,Default,M2,316.8880699,58.68297591,1173.659518,1218.800269,0
GTSRB-HueHist_OpenML,51839,256,Default,M2,68.67297316,11.63948698,1131.743107,254.344345,0
Kuzushiji-49_OpenML,270912,784,Default,M2,2382.909537,425.5195602,8825.590878,9165.036681,0
SVHN_medium_OpenML,49644,3072,Default,M2,311.3912549,57.6650472,8510.391204,1153.300944,0
CreditCardFraudDetection_OpenML,284807,30,Default,M2,159.4780862,27.0301841,590.6595785,613.3772546,0.018341519
dataset_sales_OpenML,10738,14,Default,M2,0.189043045,0.033757687,569.5645936,0.700159426,0.101674049
aloi_OpenML,108000,128,Default,M2,72.97379899,13.51366648,270.2733296,280.6684577,7.15E-06
CreditCardFraudDetection_OpenML,284807,30,Default,M2,157.8100228,26.74746149,260.6207107,584.4815659,0.018341519
SantanderCustomerSatisfaction_OpenML,200000,201,Default,M2,343.9207768,61.41442443,1273.780655,1322.772218,0
hls4ml_lhc_jets_hlf_OpenML,830000,16,Default,M2,1449.710637,268.4649328,1228.288489,5369.298656,0.028447469
default-of-credit-card-clients_OpenML,30000,23,Default,M2,1.776413202,0.301086983,6.579308156,6.832358469,0
medical_charges_nominal_OpenML,163065,11,Default,M2,33.20194936,5.928919529,6.344332864,122.9701828,0
Allstate_Claims_Severity_OpenML,188318,130,Default,M2,206.234885,38.19164537,763.8329074,793.2110962,0
house_sales_reduced_OpenML,21613,20,Default,M2,0.775712967,0.131476774,736.5531607,2.873010989,0
RelevantImagesDatasetTEST_OpenML,134731,30,Default,M2,35.17848277,6.281871923,130.2906769,135.3018568,-0.023688207
Brazilian_houses_OpenML,10692,12,Default,M2,0.175054789,0.032417554,125.6374385,0.64835107,-1.76E-05
Yolanda_OpenML,400000,100,Default,M2,751.6801319,127.4034122,2784.000489,2891.07743,0
Bike_Sharing_Demand_OpenML,17379,12,Default,M2,0.415890932,0.074266238,2684.5719,1.540336785,0
Bike_Sharing_Demand_OpenML,17379,12,Default,M2,0.417295933,0.077277025,1.545540493,1.604984358,0
BNG(vehicle)_OpenML,1000000,18,Default,M2,1529.857071,259.2978086,1.490342618,5666.1373,0
OnlineNewsPopularity_OpenML,39644,59,Default,M2,4.953511953,0.884555706,18.34634057,19.05196905,0
nyc-taxi-green-dec-2016_OpenML,581835,18,Default,M2,517.6647811,95.86384835,17.69111412,1917.276967,0
house_sales_OpenML,21613,21,Default,M2,0.799237967,0.135464062,2.960140619,3.073992181,0
Click_prediction_small_OpenML,39948,11,Default,M2,2.413260937,0.430939453,2.854421311,8.93800347,0.007276228
Higgs_OpenML,1000000,28,Default,M2,1914.894318,354.6100589,7092.201178,7364.978146,0
PCam16k_OpenML,16000,27648,Default,M2,314.3082569,53.27258592,6838.908279,1164.104655,0
PCam16k_OpenML,16000,27648,Default,M2,308.159117,55.02841375,1141.330063,1185.227373,0
NASA_PHM2008_OpenML,45918,21,Default,M2,6.310514927,1.168613875,1100.568275,23.37227751,0.000702394
NASA_PHM2008_1_OpenML,45918,21,Default,M2,3.518583059,0.59637001,13.03178911,13.53301177,0
30mlday_OpenML,300000,24,Default,M2,214.9656568,38.38672443,12.56636807,796.1690993,1.01E-08
MiamiHousing2016_OpenML,13932,16,Default,M2,0.448390007,0.083035186,1.66070373,1.72457695,-0.000634021
Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,Default,M2,3464.825683,587.2585903,1.601392882,12832.68771,-0.001001238
ACSPublicCoverage_OpenML,1138289,19,Default,M2,2034.292551,363.266527,7534.416856,7824.202119,-0.006104556
ACSIncome_OpenML,1664500,11,Default,M2,3554.435385,658.228775,7265.330539,13164.5755,3.80E-05
SGEMM_GPU_kernel_performance_OpenML,241600,17,Default,M2,87.15770411,14.77249222,322.8063115,335.2219389,0
superconduct_OpenML,21263,81,Default,M2,1.833595991,0.327427856,311.2775147,6.791096263,9.39E-05
